track_name,artist_name,artist_pop,artist_genres,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre_score,track_pop
Cringe,Matt Maeson,62,['modern rock'],Bank On The Funeral,0.729,0.474,-7.724,0.0553,0.0652,0.0,0.0758,0.443,126.047,216213,4,80.0,64
Beige,Yoke Lore,59,"['indie folk', 'modern rock', 'nyc pop', 'stomp and holler']",Goodpain,0.47,0.67,-7.526,0.0783,0.393,0.041,0.117,0.219,83.856,204213,4,206.0,54
Dancing After Death,Matt Maeson,62,['modern rock'],Bank On The Funeral,0.424,0.502,-6.345,0.029,0.504,0.0,0.0998,0.25,175.899,237280,3,80.0,54
Moving Forward,Colony House,53,"['indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",When I Was Younger,0.411,0.591,-6.135,0.0262,0.0597,3.22e-06,0.084,0.268,94.906,217987,3,320.0,51
Mr. Rattlebone,Matt Maeson,62,['modern rock'],The Hearse,0.535,0.398,-8.973,0.0245,0.4,0.00522,0.157,0.249,81.948,254533,3,80.0,50
Undeniable (feat. X Ambassadors),Kygo,79,"['edm', 'pop', 'pop dance', 'tropical house']",Undeniable (feat. X Ambassadors),0.684,0.506,-6.743,0.0338,0.159,0.0,0.26,0.352,108.036,180596,4,828.0,72
Me and My Friends Are Lonely,Matt Maeson,62,['modern rock'],Who Killed Matt Maeson,0.668,0.491,-8.997,0.111,0.0558,0.0,0.15,0.49,74.028,180320,4,80.0,53
Sideways,Wrabel,62,"['alt z', 'australian pop', 'electropop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop', 'pop rock']",Sideways,0.525,0.507,-7.012,0.042,0.214,0.0,0.0865,0.312,129.174,203400,4,966.0,31
Put It on Me,Matt Maeson,62,['modern rock'],The Hearse,0.629,0.414,-5.782,0.0323,0.0068,7.78e-05,0.0807,0.417,81.941,202760,3,80.0,64
Good to See You Again!,Alexander 23,64,"['alt z', 'pop', 'uk pop']","Oh No, Not Again! - EP",0.674,0.296,-11.653,0.0528,0.814,0.000107,0.187,0.482,124.973,194250,4,807.0,39
Blood Runs Red,Matt Maeson,62,['modern rock'],Blood Runs Red,0.258,0.814,-4.592,0.127,0.0368,0.0,0.0898,0.311,59.021,218827,4,80.0,61
Body Parts,Yoke Lore,59,"['indie folk', 'modern rock', 'nyc pop', 'stomp and holler']",Bravado / Body Parts,0.699,0.475,-12.36,0.0321,0.162,0.0543,0.186,0.303,122.007,246885,4,206.0,24
Tribulation - Stripped,Matt Maeson,62,['modern rock'],Bank On The Funeral (Stripped),0.476,0.336,-8.147,0.0536,0.924,0.0,0.0909,0.507,143.393,185107,1,80.0,46
Where Your Father's Been,Colony House,53,"['indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Only The Lonely,0.654,0.676,-7.156,0.036,0.132,0.00462,0.0445,0.811,106.99,283320,4,320.0,25
Waterman,USERx,37,[],USERx,0.503,0.534,-9.342,0.359,0.126,0.0,0.255,0.34,80.624,186267,4,0.0,45
Down With Me,X Ambassadors,70,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",Love Songs Drug Songs,0.497,0.86,-5.203,0.033,0.00025,0.0113,0.24,0.293,142.995,217427,4,946.0,35
Between The Words (with Matt Maeson),Devault,48,"['future bass', 'vapor twitch']",Stay,0.626,0.693,-6.046,0.0622,0.388,0.00506,0.135,0.235,171.93,199385,4,14.0,34
Moon Rider (feat. Wrabel) - OTR Remix,Jai Wolf,55,"['edm', 'electropop', 'future bass', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house', 'vapor twitch']",Moon Rider Remixes,0.604,0.533,-8.502,0.0491,0.00238,0.161,0.112,0.283,114.988,221478,4,387.0,51
Beggar's Song,Matt Maeson,62,['modern rock'],Bank On The Funeral,0.446,0.456,-7.338,0.054,0.595,0.0,0.0752,0.27,145.056,235053,4,80.0,54
Like That,GRACEY,56,"['alt z', 'uk pop']",The Art Of Closure,0.827,0.666,-6.141,0.052,0.121,5.37e-05,0.2,0.706,114.082,166840,4,248.0,53
Cliffy,Matt Maeson,62,['modern rock'],The Hearse,0.724,0.457,-8.561,0.0439,0.28,1.36e-06,0.0856,0.0738,120.025,228387,4,80.0,46
Wanted A Name,FRENSHIP,54,"['electropop', 'indie electropop', 'indie poptimism', 'la pop', 'pop dance', 'pop rock', 'tropical house', 'uk pop']",Vacation,0.45,0.822,-4.958,0.18,0.0201,2.55e-06,0.134,0.577,180.123,182326,3,552.0,46
I Just Don't Care That Much,Matt Maeson,62,['modern rock'],Bank On The Funeral,0.816,0.723,-3.973,0.0362,0.0906,0.0,0.425,0.623,120.044,205653,4,80.0,50
Silhouettes,Colony House,53,"['indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",When I Was Younger,0.478,0.76,-6.819,0.0381,0.0136,0.0,0.093,0.578,164.997,177773,4,320.0,60
Go Easy,Matt Maeson,62,['modern rock'],Bank On The Funeral,0.346,0.707,-5.706,0.106,0.2,0.0,0.0811,0.326,85.912,227373,4,80.0,55
Unsteady - Erich Lee Gravity Remix,X Ambassadors,70,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",Me Before You (Original Motion Picture Soundtrack),0.345,0.574,-7.431,0.0435,0.0112,1.61e-05,0.343,0.0736,116.679,204587,4,946.0,62
Straight Razor,Matt Maeson,62,['modern rock'],Who Killed Matt Maeson,0.546,0.676,-5.776,0.0387,0.00857,0.000134,0.338,0.262,135.706,266507,4,80.0,48
nothing but the love,Wrabel,62,"['alt z', 'australian pop', 'electropop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop', 'pop rock']",these words are all for you,0.728,0.505,-7.487,0.0505,0.0215,0.0,0.0659,0.376,96.022,184901,4,966.0,61
Tread On Me,Matt Maeson,62,['modern rock'],Bank On The Funeral,0.59,0.486,-7.834,0.0417,0.442,0.0,0.216,0.54,140.003,210787,4,80.0,47
Cry Over Boys,Alexander 23,64,"['alt z', 'pop', 'uk pop']","Oh No, Not Again! - EP",0.855,0.254,-13.551,0.0664,0.837,2.44e-05,0.527,0.378,118.006,170812,4,807.0,62
Headsick (feat. Manchester Orchestra),USERx,37,[],USERx,0.649,0.724,-6.761,0.0333,0.0346,9.23e-06,0.479,0.237,134.023,274293,4,0.0,43
Truly Madly Deeply - Recorded at Spotify Studios NYC,Yoke Lore,59,"['indie folk', 'modern rock', 'nyc pop', 'stomp and holler']",Spotify Singles,0.675,0.368,-14.072,0.0375,0.83,0.00158,0.136,0.176,106.004,190393,4,206.0,64
Grave Digger - Sweater Beats Remix,Matt Maeson,62,['modern rock'],The Remixes,0.408,0.57,-7.355,0.0425,0.0193,0.000196,0.121,0.375,139.748,236751,4,80.0,32
You Know It,Colony House,53,"['indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Only The Lonely,0.404,0.962,-2.901,0.0978,0.0352,0.0,0.146,0.572,158.121,182267,4,320.0,68
The Mask,Matt Maeson,62,['modern rock'],Bank On The Funeral,0.583,0.594,-6.663,0.0395,0.287,2.56e-06,0.0781,0.462,147.985,204173,3,80.0,45
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,84,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),0.502,0.786,-4.378,0.317,0.255,0.0,0.65,0.739,169.021,243491,4,127.0,76
Bank On The Funeral,Matt Maeson,62,['modern rock'],Bank On The Funeral,0.292,0.299,-9.268,0.0329,0.724,1.69e-06,0.0973,0.185,176.607,209213,3,80.0,42
Ritual,Wrabel,62,"['alt z', 'australian pop', 'electropop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop', 'pop rock']",We Could Be Beautiful,0.591,0.672,-6.553,0.0379,0.0636,0.0,0.288,0.448,108.938,241465,4,966.0,46
Legacy - Stripped,Matt Maeson,62,['modern rock'],Bank On The Funeral (Stripped),0.48,0.374,-9.683,0.0348,0.869,0.0156,0.119,0.201,113.965,179400,4,80.0,37
We Don’t Talk Enough (with Alexander 23),Quinn XCII,67,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Change of Scenery II,0.586,0.185,-14.343,0.0651,0.76,1.07e-06,0.107,0.505,186.247,148267,4,698.0,51
Heavy Heavy,USERx,37,[],USERx,0.406,0.522,-6.983,0.117,0.29,6.7e-06,0.166,0.607,84.821,229080,4,0.0,39
Tender (stripped) feat. Yoke Lore,Jax Anderson,37,['detroit indie'],Tender (stripped) feat. Yoke Lore,0.645,0.371,-9.552,0.0389,0.929,0.0363,0.166,0.251,119.916,184843,4,2.0,40
Feel Good - Stripped,Matt Maeson,62,['modern rock'],Bank On The Funeral (Stripped),0.34,0.0809,-14.201,0.0364,0.965,5.93e-05,0.0923,0.184,85.433,189107,5,80.0,37
Lonely,Colony House,53,"['indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Only The Lonely,0.573,0.775,-5.589,0.0531,0.0304,0.000872,0.244,0.589,154.068,218987,4,320.0,29
The Hearse (Stripped) - Bonus Track,Matt Maeson,62,['modern rock'],Bank On The Funeral (Stripped),0.434,0.335,-8.058,0.0413,0.926,0.0,0.115,0.373,156.261,211240,4,80.0,41
HEY CHILD,X Ambassadors,70,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",ORION,0.697,0.661,-5.535,0.0453,0.00499,2.77e-06,0.0773,0.546,112.016,208653,4,946.0,53
Biutyful,Coldplay,86,"['permanent wave', 'pop']",Music Of The Spheres,0.614,0.68,-7.84,0.0425,0.0168,0.00056,0.118,0.347,153.937,192395,4,597.0,62
Find U Again (feat. Camila Cabello),Mark Ronson,74,"['dance pop', 'pop', 'uk pop']",Late Night Feelings,0.605,0.664,-7.162,0.0316,0.00548,3e-06,0.204,0.164,103.997,176417,4,1027.0,59
Another Love - Zwette Edit,Tom Odell,73,"['chill pop', 'pop']",Another Love (Zwette Edit),0.87,0.554,-5.828,0.0635,0.0802,0.0739,0.115,0.462,123.998,394573,4,564.0,67
She Will Be Loved - Acoustic,Maroon 5,84,['pop'],1.22.03 Acoustic,0.618,0.504,-9.328,0.0319,0.496,4.73e-06,0.698,0.58,98.12,276787,4,559.0,67
Adventure of a Lifetime,Coldplay,86,"['permanent wave', 'pop']",A Head Full of Dreams,0.638,0.924,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995,263787,4,597.0,77
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,81,"['dance pop', 'piano rock', 'pop', 'pop rock']",Native,0.519,0.754,-5.689,0.0402,0.258,3.75e-06,0.139,0.16,125.975,215187,4,996.0,68
Wanderlust,James Bay,71,"['neo mellow', 'pop', 'pop rock', 'uk pop']",Electric Light,0.494,0.832,-4.234,0.0911,0.234,4.79e-05,0.0806,0.668,151.835,256080,4,901.0,47
My Universe,Coldplay,86,"['permanent wave', 'pop']",Music Of The Spheres,0.573,0.711,-6.268,0.0406,0.0114,0.0,0.328,0.47,105.006,226198,4,597.0,83
Heal,Tom Odell,73,"['chill pop', 'pop']",Long Way Down (Deluxe),0.445,0.179,-12.938,0.0396,0.952,0.00056,0.107,0.119,72.246,193080,4,564.0,73
Trouble,Coldplay,86,"['permanent wave', 'pop']",Parachutes,0.565,0.546,-7.496,0.0314,0.189,0.0015,0.17,0.195,139.757,273427,4,597.0,73
I Lived,OneRepublic,81,"['dance pop', 'piano rock', 'pop', 'pop rock']",Native,0.593,0.851,-5.456,0.0446,0.0683,0.0,0.271,0.344,119.987,234547,4,996.0,71
Yellow,Coldplay,86,"['permanent wave', 'pop']",Parachutes,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4,597.0,87
Fix You,Coldplay,86,"['permanent wave', 'pop']",X&Y,0.209,0.417,-8.74,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4,597.0,82
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,74,"['dance pop', 'pop', 'uk pop']",Version,0.699,0.83,-4.898,0.0633,0.00243,0.00024,0.0995,0.889,105.809,219413,4,1027.0,75
Sparks,Coldplay,86,"['permanent wave', 'pop']",Parachutes,0.371,0.268,-10.506,0.0281,0.748,0.0517,0.104,0.165,102.617,227093,3,597.0,84
Stay Tonight - Demo,Tom Odell,73,"['chill pop', 'pop']",Songs from Another Love,0.431,0.26,-14.312,0.0326,0.783,0.000209,0.099,0.0771,147.93,209600,4,564.0,42
The Scientist,Coldplay,86,"['permanent wave', 'pop']",A Rush of Blood to the Head,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4,597.0,84
Let Somebody Go - Single Version,Coldplay,86,"['permanent wave', 'pop']",Let Somebody Go,0.639,0.401,-9.091,0.0341,0.204,0.0138,0.11,0.24,134.974,212950,4,597.0,54
Magic,Coldplay,86,"['permanent wave', 'pop']",Ghost Stories,0.738,0.482,-8.917,0.0402,0.0266,0.621,0.106,0.352,93.457,285014,4,597.0,73
Us,James Bay,71,"['neo mellow', 'pop', 'pop rock', 'uk pop']",Electric Light,0.559,0.473,-4.147,0.0364,0.177,1.5e-06,0.108,0.341,69.973,181360,4,901.0,74
Everglow,Coldplay,86,"['permanent wave', 'pop']",A Head Full of Dreams,0.534,0.445,-9.155,0.0292,0.456,0.0684,0.112,0.136,146.107,282693,4,597.0,68
Nothing Breaks Like a Heart - Don Diablo Remix,Mark Ronson,74,"['dance pop', 'pop', 'uk pop']",Nothing Breaks Like a Heart (Don Diablo Remix),0.712,0.871,-3.571,0.225,0.179,1.94e-06,0.203,0.379,123.974,216774,4,1027.0,55
Higher Power,Coldplay,86,"['permanent wave', 'pop']",Music Of The Spheres,0.507,0.832,-5.931,0.0425,0.00643,1.6e-05,0.229,0.485,177.894,206682,4,597.0,71
Magnetised,Tom Odell,73,"['chill pop', 'pop']",Wrong Crowd (Expanded Edition),0.606,0.821,-3.946,0.0451,0.0229,0.0,0.131,0.184,125.021,235133,4,564.0,49
Green Eyes,Coldplay,86,"['permanent wave', 'pop']",A Rush of Blood to the Head,0.607,0.405,-8.607,0.0265,0.539,6.7e-06,0.231,0.233,129.543,223040,4,597.0,64
One More Night,Maroon 5,84,['pop'],Overexposed Track By Track,0.716,0.821,-3.435,0.0314,0.0558,0.0,0.0844,0.618,92.997,219547,4,559.0,75
Don't Panic,Coldplay,86,"['permanent wave', 'pop']",Parachutes,0.602,0.612,-8.409,0.0335,0.206,0.00607,0.107,0.453,122.062,136867,4,597.0,67
You Were Loved (with OneRepublic),Gryffin,70,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",You Were Loved (with OneRepublic),0.636,0.69,-5.011,0.0484,0.0947,0.0,0.169,0.444,123.994,221885,4,1129.0,73
Cry Cry Cry,Coldplay,86,"['permanent wave', 'pop']",Everyday Life,0.491,0.262,-10.458,0.0572,0.89,0.288,0.207,0.338,204.52,167280,3,597.0,52
Chasing Stars (feat. James Bay) [Stripped],Alesso,75,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Chasing Stars (Stripped),0.585,0.484,-6.222,0.0294,0.382,0.0,0.126,0.411,91.817,164927,4,1177.0,57
Midnight - Kygo Remix,Coldplay,86,"['permanent wave', 'pop']",Midnight (Kygo Remix),0.713,0.368,-12.845,0.0487,0.612,0.323,0.0886,0.22,124.989,316348,4,597.0,53
Easy (with Kacey Musgraves feat. Mark Ronson),Troye Sivan,77,"['australian pop', 'dance pop', 'pop', 'viral pop']",Easy (with Kacey Musgraves feat. Mark Ronson),0.581,0.674,-7.09,0.033,0.00187,3.01e-06,0.128,0.488,143.005,213572,4,922.0,69
Champion Of The World,Coldplay,86,"['permanent wave', 'pop']",Everyday Life,0.503,0.594,-7.095,0.0263,0.00276,0.0102,0.109,0.168,108.9,257547,4,597.0,60
Animals,Maroon 5,84,['pop'],V,0.279,0.742,-6.46,0.0898,0.000185,0.0,0.593,0.328,189.868,231013,4,559.0,80
Clocks,Coldplay,86,"['permanent wave', 'pop']",A Rush of Blood to the Head,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.183,0.255,130.97,307880,4,597.0,80
West Coast,OneRepublic,81,"['dance pop', 'piano rock', 'pop', 'pop rock']",West Coast,0.685,0.699,-7.803,0.0349,0.317,0.0,0.0895,0.884,134.057,192948,4,996.0,78
❤️,Coldplay,86,"['permanent wave', 'pop']",Music Of The Spheres,0.348,0.0491,-15.431,0.0404,0.97,0.000186,0.0918,0.232,136.68,188967,1,597.0,62
"If I Ain’t Got You - James Bay Spotify Session 2015 ""Alicia Keys Cover""",James Bay,71,"['neo mellow', 'pop', 'pop rock', 'uk pop']",James Bay Spotify Session 2015,0.652,0.18,-9.735,0.111,0.743,4.04e-06,0.71,0.328,115.218,261120,3,901.0,63
Baarishein,Anuv Jain,59,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Baarishein,0.475,0.124,-9.463,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,4,386.0,71
"Never Seen Anything ""Quite Like You""",The Script,72,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'uk pop']",No Sound Without Silence,0.317,0.464,-7.37,0.0274,0.429,1.27e-06,0.103,0.414,159.906,202587,3,1208.0,59
Ambarsariya,Sona Mohapatra,54,"['desi pop', 'filmi', 'modern bollywood', 'pakistani pop']",Fukrey,0.649,0.458,-7.632,0.0446,0.574,0.0,0.113,0.748,180.071,248182,4,761.0,65
Love You Like the Movies,Anthem Lights,56,"['ccm', 'christian alternative rock', 'christian music', 'viral pop', 'worship']",Escape,0.678,0.58,-5.282,0.0319,0.0496,0.0,0.066,0.658,106.033,228158,4,68.0,56
Nazm Nazm,Arko,63,"['desi pop', 'filmi', 'modern bollywood']",Bareilly Ki Barfi,0.62,0.627,-6.187,0.0307,0.497,0.0,0.133,0.557,82.008,226941,4,751.0,70
Nazm Nazm feat. Ayushmann Khurana,Ayushmann Khurrana,59,"['desi pop', 'filmi', 'modern bollywood']",Bareilly Ki Barfi,0.555,0.496,-7.175,0.0329,0.64,0.0,0.0767,0.391,82.229,194634,4,751.0,60
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,70,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rap', 'pop rock']",Naive,0.641,0.537,-5.452,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,196188,4,1178.0,75
Subhanallah,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Yeh Jawaani Hai Deewani,0.302,0.493,-5.038,0.0451,0.455,0.0,0.134,0.457,88.904,249707,4,790.0,69
Sang Rahiyo (feat. Ranveer Allahbadia),Jasleen Royal,65,"['desi pop', 'filmi', 'indian singer-songwriter', 'modern bollywood']",Sang Rahiyo (feat. Ranveer Allahbadia),0.634,0.498,-11.503,0.0248,0.814,0.000294,0.0561,0.434,94.022,213288,4,772.0,61
Someone You Like,The Girl and The Dreamcatcher,44,"['post-teen pop', 'social media pop']",Someone You Like,0.779,0.464,-7.567,0.0395,0.375,0.0,0.112,0.435,123.988,194646,4,125.0,53
Girl of My Dreams,Brandon Heath,47,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",No Turning Back,0.7,0.561,-6.054,0.0413,0.684,0.0,0.126,0.663,108.951,209880,4,31.0,48
How To Fall,Josh Wilson,47,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']",Life Is Not A Snapshot,0.516,0.78,-5.622,0.0262,0.0676,0.0,0.27,0.632,95.967,195733,4,34.0,50
All of the Stars,Ed Sheeran,90,"['pop', 'uk pop']",x (Wembley Edition),0.54,0.557,-6.097,0.0259,0.00886,0.000182,0.307,0.287,75.035,237147,4,726.0,56
Kiss Me Slowly,Parachute,58,"['acoustic pop', 'charlottesville indie', 'neo mellow', 'pop', 'pop punk', 'pop rock', 'post-teen pop', 'viral pop']",The Way It Was,0.47,0.801,-6.426,0.0352,0.0758,3.53e-05,0.218,0.431,173.92,235813,4,933.0,63
Night Changes,One Direction,83,"['boy band', 'pop', 'post-teen pop', 'talent show']",FOUR (Deluxe),0.672,0.52,-7.747,0.0353,0.859,0.0,0.115,0.37,120.001,226600,4,718.0,86
Raabta,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Agent Vinod,0.657,0.581,-8.108,0.0298,0.699,1.82e-05,0.116,0.323,118.037,243578,4,790.0,68
Kho Gaye Hum Kahan,Jasleen Royal,65,"['desi pop', 'filmi', 'indian singer-songwriter', 'modern bollywood']",Baar Baar Dekho (Original Motion Picture Soundtrack),0.778,0.227,-16.191,0.0379,0.983,0.14,0.113,0.38,116.033,213056,4,772.0,70
"Tum Hi Ho Bandhu (From ""Cocktail"")",Neeraj Shridhar,66,"['desi pop', 'filmi', 'modern bollywood']",Cocktail,0.714,0.892,-5.342,0.0516,0.00145,0.000817,0.0462,0.899,134.997,282012,4,751.0,56
Ishq Wala Love,Vishal-Shekhar,71,"['desi pop', 'filmi', 'modern bollywood']",Student of the Year (Original Motion Picture Soundtrack),0.711,0.295,-12.377,0.0334,0.534,4.51e-05,0.0782,0.694,135.041,257973,4,751.0,69
Like My Father,Jax,58,"['alt z', 'gen z singer-songwriter']",Like My Father,0.492,0.224,-8.098,0.0493,0.91,0.0,0.142,0.424,93.039,183429,4,103.0,72
"Bolna (From ""Kapoor & Sons (Since 1921)"")",Tanishk Bagchi,75,"['desi pop', 'modern bollywood']","Bolna (From ""Kapoor & Sons (Since 1921)"")",0.488,0.403,-7.005,0.0272,0.598,4.28e-06,0.434,0.497,131.489,212832,3,550.0,63
Unconditionally,The George Twins,27,"['channel pop', 'indiecoustica']",Rite of Passage: Covers,0.546,0.255,-10.515,0.03,0.885,0.0,0.108,0.237,114.916,230087,4,40.0,42
Rewrite The Stars,Zac Efron,67,"['hollywood', 'post-teen pop', 'show tunes']",Rewrite The Stars,0.684,0.619,-7.005,0.0386,0.0716,0.0,0.122,0.284,125.046,217440,4,198.0,73
Cut to the Feeling,Elijah Mann,26,[],Cut to the Feeling,0.61,0.553,-10.898,0.0371,0.654,0.0,0.117,0.743,119.874,212000,4,0.0,44
Mera Mann-Yahin Hoon Main,Ayushmann Khurrana,59,"['desi pop', 'filmi', 'modern bollywood']",Latest Songs Of Ayushmann Khurrana,0.594,0.376,-9.528,0.0272,0.611,3.02e-06,0.119,0.333,96.41,242972,4,751.0,48
"Gazab Ka Hai Din (From ""Dil Juunglee"")",Jubin Nautiyal,73,"['desi pop', 'filmi', 'hare krishna', 'modern bollywood']",Romantic Hits By Jubin Nautiyal,0.325,0.421,-8.636,0.0566,0.661,4.83e-06,0.0825,0.203,170.376,236325,4,757.0,60
