track_name,artist_name,artist_pop,artist_genres,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_pop
Nelsonwood Lane,Matt Maeson,62,['modern rock'],Nelsonwood Lane,0.328,0.249,-13.176,0.0374,0.899,0.00631,0.0948,0.146,147.958,268200,3,47
I Found,Amber Run,59,['modern rock'],5AM (Expanded Edition),0.567,0.303,-12.481,0.0351,0.862,0.00563,0.104,0.252,124.949,273000,4,74
Blood Runs Red,Matt Maeson,62,['modern rock'],Blood Runs Red,0.258,0.814,-4.592,0.127,0.0368,0.0,0.0898,0.311,59.021,218827,4,60
Silhouettes,Colony House,53,"['indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",When I Was Younger,0.478,0.76,-6.819,0.0381,0.0136,0.0,0.093,0.578,164.997,177773,4,60
The Mask,Matt Maeson,62,['modern rock'],Bank On The Funeral,0.583,0.594,-6.663,0.0395,0.287,2.56e-06,0.0781,0.462,147.985,204173,3,45
Tell It To My Heart,MEDUZA,72,"['edm', 'pop', 'pop dance', 'pop house', 'tropical house']",Tell It To My Heart,0.539,0.715,-6.639,0.0595,0.0265,0.0,0.609,0.489,123.854,165524,4,78
Feel Good,Matt Maeson,62,['modern rock'],Bank On The Funeral,0.695,0.254,-11.012,0.0299,0.71,0.0,0.301,0.165,124.035,195973,4,46
Lost in My Mind,The Head And The Heart,63,"['folk-pop', 'indie folk', 'modern rock', 'new americana', 'pop rock', 'seattle indie', 'stomp and holler']",The Head And The Heart,0.368,0.514,-9.124,0.0291,0.434,0.000192,0.286,0.371,95.335,259120,4,63
Heavenly Side,ILLENIUM,71,"['edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",Fallen Embers,0.442,0.748,-5.632,0.0538,0.0129,0.0,0.0917,0.191,134.176,240000,4,49
Simple Life,Young Rising Sons,53,"['folk-pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Undefeatable +2,0.705,0.617,-4.253,0.0281,0.676,0.0,0.105,0.541,127.983,218453,4,44
Cliffy,Matt Maeson,62,['modern rock'],The Hearse,0.724,0.457,-8.561,0.0439,0.28,1.36e-06,0.0856,0.0738,120.025,228387,4,46
Heaven is a Place,Amber Run,59,['modern rock'],Heaven is a Place,0.302,0.303,-11.411,0.0325,0.751,0.0034,0.139,0.242,78.986,193554,4,42
Grave Digger,Matt Maeson,62,['modern rock'],Who Killed Matt Maeson,0.629,0.492,-7.7,0.0968,0.049,0.0,0.107,0.426,139.417,238000,4,52
El Capitan,Colony House,53,"['indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Leave What's Lost Behind,0.43,0.813,-5.941,0.0385,0.000718,0.0679,0.113,0.693,181.962,175600,4,35
Make It Back,USERx,37,[],USERx,0.684,0.567,-6.397,0.0472,0.0602,0.0315,0.11,0.689,80.99,156027,4,35
Cherry Wine - Live,Hozier,75,"['irish singer-songwriter', 'pop']",Hozier,0.418,0.111,-14.848,0.0389,0.953,0.00342,0.0982,0.228,82.508,240147,4,65
USERx,USERx,37,[],USERx,0.717,0.748,-7.485,0.0484,0.0143,0.000858,0.332,0.0391,119.993,189973,4,39
Winter Song,The Head And The Heart,63,"['folk-pop', 'indie folk', 'modern rock', 'new americana', 'pop rock', 'seattle indie', 'stomp and holler']",The Head And The Heart,0.544,0.232,-15.381,0.0324,0.832,0.00152,0.116,0.32,171.963,163973,4,50
Waterman,USERx,37,[],USERx,0.503,0.534,-9.342,0.359,0.126,0.0,0.255,0.34,80.624,186267,4,45
High,Young Rising Sons,53,"['folk-pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",Young Rising Sons,0.646,0.85,-5.145,0.043,0.028,7.21e-05,0.281,0.518,116.999,165720,4,55
My Body Left My Soul (feat. Pusha T),USERx,37,[],USERx,0.722,0.651,-7.444,0.068,0.00522,0.00212,0.104,0.26,91.025,260707,4,42
Hide & Seek,Amber Run,59,['modern rock'],Spark EP,0.33,0.452,-8.812,0.032,0.306,7.36e-06,0.0518,0.202,134.762,281907,4,47
Hymn for the Weekend,Coldplay,86,"['permanent wave', 'pop']",A Head Full of Dreams,0.491,0.693,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,4,83
"Never Seen Anything ""Quite Like You""",The Script,72,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock']",No Sound Without Silence,0.317,0.464,-7.37,0.0274,0.429,1.27e-06,0.103,0.414,159.906,202587,3,59
Fun (feat. Tove Lo),Coldplay,86,"['permanent wave', 'pop']",A Head Full of Dreams,0.485,0.735,-5.125,0.0354,0.271,7.49e-06,0.0853,0.216,134.021,267533,4,57
Pumped Up Kicks,Foster The People,70,"['indietronica', 'modern rock', 'rock']",Torches,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,84
Sparks,Coldplay,86,"['permanent wave', 'pop']",Parachutes,0.371,0.268,-10.506,0.0281,0.748,0.0517,0.104,0.165,102.617,227093,3,84
What A Man Gotta Do,Jonas Brothers,74,"['boy band', 'dance pop', 'pop', 'post-teen pop']",What A Man Gotta Do,0.852,0.698,-7.206,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,180645,4,72
Let Somebody Go,Coldplay,86,"['permanent wave', 'pop']",Music Of The Spheres,0.592,0.342,-8.93,0.0339,0.193,0.00245,0.11,0.155,130.953,241595,4,77
See You Soon,Coldplay,86,"['permanent wave', 'pop']",The Blue Room,0.369,0.295,-12.779,0.0351,0.657,1.54e-05,0.107,0.211,92.226,171373,4,62
Imagination,Foster The People,70,"['indietronica', 'modern rock', 'rock']",Imagination,0.744,0.642,-4.6,0.031,0.115,3.95e-05,0.279,0.63,94.988,256267,4,71
Fix You,Coldplay,86,"['permanent wave', 'pop']",X&Y,0.209,0.417,-8.74,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4,81
Leave Before You Love Me (with Jonas Brothers),Marshmello,81,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",Leave Before You Love Me,0.721,0.738,-4.77,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,4,84
Yellow,Coldplay,86,"['permanent wave', 'pop']",Parachutes,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4,87
The Scientist,Coldplay,86,"['permanent wave', 'pop']",A Rush of Blood to the Head,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4,83
You Were Loved (with OneRepublic) - Acoustic,Gryffin,71,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",You Were Loved (with OneRepublic) [Acoustic],0.677,0.455,-9.631,0.0301,0.531,0.0,0.108,0.321,121.987,211967,4,52
Dead Man Walking,The Script,72,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock']",Science & Faith,0.406,0.722,-4.494,0.0331,0.083,0.0,0.263,0.483,176.02,234320,4,48
Speed of Sound,Coldplay,86,"['permanent wave', 'pop']",X&Y,0.514,0.898,-6.765,0.0577,0.00488,0.0345,0.0746,0.353,123.067,287907,4,70
Loyal Like Sid & Nancy,Foster The People,70,"['indietronica', 'modern rock', 'rock']",Sacred Hearts Club,0.437,0.718,-8.052,0.0742,0.000739,0.0529,0.0965,0.241,123.77,279960,4,40
Everglow,Coldplay,86,"['permanent wave', 'pop']",A Head Full of Dreams,0.534,0.445,-9.155,0.0292,0.456,0.0684,0.112,0.136,146.107,282693,4,67
Goodnight and Goodbye,Jonas Brothers,74,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Jonas Brothers,0.63,0.928,-3.231,0.0715,0.0511,0.0,0.163,0.594,104.974,151000,4,45
Clocks,Coldplay,86,"['permanent wave', 'pop']",A Rush of Blood to the Head,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.183,0.255,130.97,307880,4,79
This Summer,Maroon 5,84,['pop'],V,0.54,0.766,-5.148,0.07,0.000248,0.0,0.641,0.176,98.932,224400,4,58
When I Need A Friend,Coldplay,86,"['permanent wave', 'pop']",Everyday Life,0.141,0.28,-18.225,0.0618,0.921,0.368,0.135,0.434,64.501,155000,4,57
Apologize - feat. One Republic,Timbaland,75,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'urban contemporary']",Shock Value,0.653,0.604,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016,184400,4,75
Adventure of a Lifetime,Coldplay,86,"['permanent wave', 'pop']",A Head Full of Dreams,0.638,0.924,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995,263787,4,77
Breakeven,The Script,72,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock']",The Script,0.63,0.696,-4.501,0.0242,0.144,0.0,0.0835,0.491,94.034,261427,4,74
Every Teardrop Is a Waterfall - Live in Buenos Aires,Coldplay,86,"['permanent wave', 'pop']",Live in Buenos Aires,0.397,0.943,-5.619,0.0663,0.00406,0.0,0.981,0.325,118.005,244307,4,50
Sit Next to Me - Stereotypes Remix,Foster The People,70,"['indietronica', 'modern rock', 'rock']",Sit Next to Me (Stereotypes Remix),0.68,0.738,-4.881,0.0331,0.173,0.00036,0.37,0.675,105.015,190720,4,55
White Shadows,Coldplay,86,"['permanent wave', 'pop']",X&Y,0.491,0.783,-8.997,0.0484,0.00521,0.0361,0.0951,0.26,127.437,328220,4,52
Year 3000,Jonas Brothers,74,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Music From Chasing Happiness,0.659,0.857,-5.85,0.0437,0.0045,1.93e-06,0.335,0.798,106.965,201960,4,66
Magic,Coldplay,86,"['permanent wave', 'pop']",Ghost Stories,0.738,0.482,-8.917,0.0402,0.0266,0.621,0.106,0.352,93.457,285014,4,73
This Love,Maroon 5,84,['pop'],Songs About Jane: 10th Anniversary Edition,0.712,0.862,-4.612,0.0378,0.0525,0.0,0.093,0.809,95.051,206200,4,78
Sunrise,Coldplay,86,"['permanent wave', 'pop']",Everyday Life,0.146,0.216,-12.302,0.0399,0.939,0.54,0.0773,0.0341,78.045,151093,4,59
Sunshine,OneRepublic,81,"['dance pop', 'piano rock', 'pop', 'pop rock']",Sunshine,0.697,0.875,-4.621,0.034,0.137,0.0,0.28,0.774,140.069,163855,4,83
Biutyful,Coldplay,86,"['permanent wave', 'pop']",Music Of The Spheres,0.614,0.68,-7.84,0.0425,0.0168,0.00056,0.118,0.347,153.937,192395,4,62
Wonders,The Script,72,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock']",Freedom Child,0.599,0.67,-5.889,0.0321,0.0111,0.0,0.181,0.366,129.879,258267,4,53
Shiver,Coldplay,86,"['permanent wave', 'pop']",Parachutes,0.396,0.803,-6.186,0.0487,0.0334,0.0,0.0688,0.286,116.705,304200,3,67
Call It What You Want,Foster The People,70,"['indietronica', 'modern rock', 'rock']",Torches,0.641,0.967,-4.289,0.0601,0.0483,0.000276,0.442,0.725,113.017,238787,4,61
Paradise,Coldplay,86,"['permanent wave', 'pop']",Mylo Xyloto,0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719,4,40
Rollercoaster,Jonas Brothers,74,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Happiness Begins,0.697,0.58,-7.986,0.0451,0.0583,0.0,0.393,0.467,123.977,181813,4,59
Green Eyes,Coldplay,86,"['permanent wave', 'pop']",A Rush of Blood to the Head,0.607,0.405,-8.607,0.0265,0.539,6.7e-06,0.231,0.233,129.543,223040,4,64
Je T'aime,Vishal-Shekhar,71,"['desi pop', 'filmi', 'modern bollywood']",Befikre,0.654,0.668,-6.532,0.043,0.591,4.57e-05,0.105,0.763,121.996,241068,4,42
Kabhi Kabhi Aditi,Rashid Ali,55,"['filmi', 'modern bollywood']",Jaane Tu... Ya Jaane Na,0.791,0.558,-7.155,0.0661,0.276,0.0,0.0859,0.872,95.077,218836,4,70
"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik,72,"['classic bollywood', 'desi pop', 'filmi', 'hare krishna', 'modern bollywood']",Love Forever With Arijit Singh,0.562,0.519,-8.744,0.0326,0.557,0.000268,0.172,0.415,122.925,341055,4,69
Chaar Kadam,Shaan,65,"['desi pop', 'filmi', 'modern bollywood']",Pk,0.388,0.532,-6.352,0.0414,0.456,0.0,0.167,0.444,179.642,242668,3,54
Love You Like the Movies,Anthem Lights,56,"['ccm', 'christian alternative rock', 'christian music', 'worship']",Escape,0.678,0.58,-5.282,0.0319,0.0496,0.0,0.066,0.658,106.033,228158,4,56
Mann Mera,Gajendra Verma,60,"['desi pop', 'filmi', 'modern bollywood']",Table No. 21 (Original Motion Picture Soundtrack),0.535,0.765,-7.862,0.0444,0.054,0.0,0.0921,0.373,191.827,200120,4,53
Nachdi Phira,Meghna Mishra,40,['modern bollywood'],Secret Superstar,0.421,0.46,-6.044,0.0344,0.535,0.0,0.101,0.208,171.845,255216,4,53
Befikar,Tanzeel Khan,53,"['desi pop', 'modern bollywood']",Befikar,0.7,0.502,-8.958,0.0425,0.603,0.0,0.08,0.407,129.977,204923,4,65
Raanjhanaa,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Raanjhanaa (Original Motion Picture Soundtrack),0.673,0.714,-8.042,0.039,0.111,0.0,0.0858,0.78,112.941,254653,4,69
You & Me,James TW,65,"['neo mellow', 'pop', 'pop rock', 'uk pop']",Chapters,0.714,0.686,-6.333,0.0445,0.203,7.76e-06,0.102,0.828,127.015,231653,4,69
Sooraj Ki Baahon Mein,Dominique Cerejo,49,"['filmi', 'modern bollywood']",Zindagi Na Milegi Dobara,0.855,0.553,-6.52,0.0331,0.19,5.19e-06,0.0942,0.874,124.922,202919,4,64
"Tum Hi Ho Bandhu (From ""Cocktail"")",Neeraj Shridhar,66,"['desi pop', 'filmi', 'modern bollywood']",Cocktail,0.714,0.892,-5.342,0.0516,0.00145,0.000817,0.0462,0.899,134.997,282012,4,68
Dekha Hazaro Dafaa,Arijit Singh,83,"['desi pop', 'filmi', 'modern bollywood']",Rustom,0.411,0.277,-8.844,0.0305,0.903,0.0,0.209,0.345,143.768,207752,3,63
Girl of My Dreams,Brandon Heath,47,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",No Turning Back,0.7,0.561,-6.054,0.0413,0.684,0.0,0.126,0.663,108.951,209880,4,47
Rewrite The Stars,Zac Efron,67,"['hollywood', 'post-teen pop', 'show tunes']",Rewrite The Stars,0.684,0.619,-7.005,0.0386,0.0716,0.0,0.122,0.284,125.046,217440,4,73
Someone You Like,The Girl and The Dreamcatcher,44,"['post-teen pop', 'social media pop']",Someone You Like,0.779,0.464,-7.567,0.0395,0.375,0.0,0.112,0.435,123.988,194646,4,52
Love You Zindagi,Amit Trivedi,66,"['desi pop', 'filmi', 'modern bollywood']",Dear Zindagi (Original Motion Picture Soundtrack),0.688,0.701,-7.505,0.0298,0.06,0.0301,0.271,0.385,110.019,232505,4,63
Nazm Nazm,Arko,63,"['desi pop', 'filmi', 'modern bollywood']",Bareilly Ki Barfi,0.62,0.627,-6.187,0.0307,0.497,0.0,0.133,0.557,82.008,226941,4,69
Choo Lo,The Local Train,54,"['desi pop', 'filmi', 'hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Aalas Ka Pedh,0.512,0.695,-6.349,0.0271,0.0265,0.00815,0.146,0.351,145.957,233630,4,65
Chedkhaniyaan,Shankar-Ehsaan-Loy,65,"['desi pop', 'filmi', 'modern bollywood']",Bandish Bandits (Original Series Soundtrack),0.771,0.659,-6.1,0.0674,0.216,0.0,0.102,0.587,92.008,198261,4,59
Qaafirana,Arijit Singh,83,"['desi pop', 'filmi', 'modern bollywood']",Kedarnath,0.417,0.433,-8.958,0.0415,0.0726,0.0,0.123,0.207,169.92,341823,4,69
You Feel Like Home,Hills x Hills,33,[],You Feel Like Home,0.568,0.672,-7.563,0.029,0.0964,0.000226,0.104,0.583,101.981,201412,4,49
Ishq Wala Love,Vishal-Shekhar,71,"['desi pop', 'filmi', 'modern bollywood']",Student of the Year (Original Motion Picture Soundtrack),0.711,0.295,-12.377,0.0334,0.534,4.51e-05,0.0782,0.694,135.041,257973,4,68
Could This Be Love,The Wanted,65,"['boy band', 'dance pop', 'pop', 'pop dance', 'post-teen pop']",Word Of Mouth (Deluxe),0.343,0.771,-4.473,0.0806,0.137,0.0,0.126,0.268,200.166,188338,4,54
Chaand Baaliyan,Aditya A,62,['hindi indie'],Chaand Baaliyan,0.729,0.396,-8.98,0.0359,0.796,0.0,0.104,0.886,97.281,103265,4,81
Naina,Sona Mohapatra,54,"['desi pop', 'filmi', 'modern bollywood', 'pakistani pop']",Khoobsurat,0.495,0.556,-7.49,0.041,0.638,0.0,0.123,0.366,159.996,225569,4,60
"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"")",Darshan Raval,69,"['desi pop', 'gujarati pop', 'modern bollywood']","Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"") - Single",0.537,0.604,-7.576,0.054,0.757,0.0,0.322,0.41,173.915,155172,4,52
Cherry Street,The Icarus Account,37,"['alternative pop rock', 'indiecoustica', 'neon pop punk']",Over the Moon,0.681,0.508,-7.004,0.0424,0.375,0.0,0.0665,0.596,132.955,178064,4,45
Baarishein,Anuv Jain,59,"['desi pop', 'hindi indie', 'indian indie', 'indian singer-songwriter']",Baarishein,0.475,0.124,-9.463,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,4,70
Night Changes,One Direction,83,"['boy band', 'pop', 'post-teen pop', 'talent show']",FOUR (Deluxe),0.672,0.52,-7.747,0.0353,0.859,0.0,0.115,0.37,120.001,226600,4,85
Bandeya Rey Bandeya,Arijit Singh,83,"['desi pop', 'filmi', 'modern bollywood']",Simmba,0.445,0.615,-7.714,0.0852,0.422,0.0,0.116,0.235,123.984,254841,4,53
"Bolna (From ""Kapoor & Sons (Since 1921)"")",Tanishk Bagchi,75,"['desi pop', 'modern bollywood']","Bolna (From ""Kapoor & Sons (Since 1921)"")",0.488,0.403,-7.005,0.0272,0.598,4.28e-06,0.434,0.497,131.489,212832,3,62
Cristina,Sebastian Yatra,80,"['colombian pop', 'latin', 'reggaeton colombiano']",FANTASÍA,0.411,0.508,-4.342,0.0557,0.29,0.0,0.123,0.668,81.96,201627,3,63
Dandelions,Ruth B.,75,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",Safe Haven,0.609,0.692,-2.958,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720,3,90
Gilehriyaan,Pritam,82,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']",Dangal (Original Motion Picture Soundtrack),0.701,0.419,-9.778,0.0698,0.841,8.72e-05,0.0946,0.61,116.076,220345,4,52
Bring Me the Night,Sam Tsui,54,"['post-teen pop', 'viral pop']",Make It Up,0.393,0.505,-7.048,0.0289,0.687,0.0,0.101,0.201,163.938,239451,3,42
Dariya,Arko,63,"['desi pop', 'filmi', 'modern bollywood']",Baar Baar Dekho (Original Motion Picture Soundtrack),0.581,0.424,-6.616,0.0269,0.723,0.0,0.101,0.352,98.936,217992,4,68
Healing,Oh Honey,46,"['brooklyn indie', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop rock', 'stomp and holler']",Healing,0.663,0.692,-6.843,0.0321,0.172,0.000351,0.121,0.597,127.994,208245,4,46
Challa,A.R. Rahman,76,"['desi pop', 'filmi', 'modern bollywood']",Jab Tak Hai Jaan,0.776,0.795,-5.454,0.0485,0.121,0.0,0.138,0.569,117.989,320418,4,57
Better with You,Kris Allen,43,"['acoustic pop', 'idol', 'indiecoustica', 'neo mellow', 'post-teen pop']",Thank You Camellia (Deluxe Version),0.732,0.712,-5.672,0.0252,0.17,0.0,0.0809,0.772,101.005,194147,4,48
Tera Ghata,Gajendra Verma,60,"['desi pop', 'filmi', 'modern bollywood']",Tera Ghata,0.718,0.573,-7.309,0.0451,0.458,0.00533,0.0953,0.686,180.043,254174,4,69
What Dreams Are Made Of,Reggie Ann,24,[],What Dreams Are Made Of,0.752,0.431,-6.747,0.0357,0.838,0.0,0.0969,0.568,119.967,212167,4,42
Ring Pop,Jax,58,"['alt z', 'gen z singer-songwriter']",Ring Pop,0.644,0.224,-11.981,0.0791,0.813,0.0,0.143,0.447,180.067,146000,3,53
Love Story (Taylor’s Version),Taylor Swift,92,['pop'],Fearless (Taylor's Version),0.627,0.792,-4.311,0.031,0.13,3.97e-06,0.0845,0.415,119.054,235767,4,74
Kaleidoscope,A Great Big World,61,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'viral pop']",When the Morning Comes,0.709,0.913,-5.148,0.0748,0.0182,0.0,0.167,0.519,108.024,229320,4,62
Boho Days,Andrew Garfield,60,"['hollywood', 'pop']","tick, tick... BOOM! (Soundtrack from the Netflix Film)",0.781,0.595,-8.904,0.859,0.766,0.0,0.342,0.865,81.379,88282,4,64
Somebody To You,The Vamps,69,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Meet The Vamps,0.526,0.818,-5.952,0.0358,0.0587,0.0,0.333,0.896,171.96,185098,4,78
Be Okay,Oh Honey,46,"['brooklyn indie', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop rock', 'stomp and holler']",With Love - EP,0.656,0.92,-4.443,0.0588,0.00434,0.0,0.173,0.622,116.99,198675,4,55
Lemon Drop,Raynes,39,['north dakota indie'],Lemon Drop,0.605,0.797,-4.996,0.042,0.0168,0.0,0.18,0.646,94.972,220093,4,56
Best Song Ever,One Direction,83,"['boy band', 'pop', 'post-teen pop', 'talent show']",Midnight Memories (Deluxe),0.652,0.877,-2.986,0.0465,0.0227,0.0,0.0789,0.486,118.491,200107,4,77
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,70,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rap', 'pop rock']",Naive,0.641,0.537,-5.452,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,196188,4,75
Tell The World,Eric Hutchinson,50,"['acoustic pop', 'indiecoustica', 'neo mellow', 'pop rock']",Pure Fiction,0.669,0.854,-5.899,0.0431,0.0653,0.0,0.288,0.706,120.035,161328,4,58
Clouds (with Sabrina Carpenter),Fin Argus,42,[],Clouds (with Sabrina Carpenter),0.589,0.634,-7.653,0.0276,0.57,0.000844,0.154,0.385,94.998,184903,4,53
Better When I'm Dancin',Meghan Trainor,73,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",Better When I'm Dancin',0.756,0.789,-7.002,0.0324,0.53,0.000711,0.157,0.873,127.987,176267,4,74
Without You,Parachute,58,"['acoustic pop', 'charlottesville indie', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",Wide Awake,0.564,0.864,-5.121,0.0341,0.0761,0.0,0.182,0.534,95.984,228933,4,65
Lemonade,Alex Boyé,32,['lds'],Lemonade,0.752,0.868,-4.789,0.0507,0.317,0.0,0.0832,0.893,88.996,204837,4,37
Coming Home (Oregon),On The Rocks,27,['a cappella'],Sunset Blush,0.68,0.478,-7.967,0.0366,0.392,0.00363,0.113,0.775,109.979,196307,4,34
Geronimo,Sheppard,62,"['australian indie', 'australian pop', 'dance pop', 'folk-pop', 'modern rock', 'pop', 'pop rock', 'tropical house']",Bombs Away,0.705,0.78,-6.267,0.0805,0.456,0.00152,0.115,0.457,142.028,218228,4,71
Cut to the Feeling,Elijah Mann,26,[],Cut to the Feeling,0.61,0.553,-10.898,0.0371,0.654,0.0,0.117,0.743,119.874,212000,4,44
(It's Gonna Be) Okay,The Piano Guys,61,['bow pop'],"So Far, So Good",0.693,0.765,-5.541,0.0352,0.124,0.000455,0.0589,0.81,119.997,210813,4,44
Our Time,Nick Howard,30,[],Our Time,0.621,0.774,-7.4,0.0553,0.0161,0.0,0.0589,0.395,122.028,209840,4,36
Shooting Star,Owl City,68,"['indietronica', 'modern rock', 'pop', 'pop rock']",The Midsummer Station,0.514,0.873,-4.939,0.0528,0.0124,0.0,0.112,0.459,124.018,247347,4,55
I Love You Will Still Sound The Same,Oh Honey,46,"['brooklyn indie', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop rock', 'stomp and holler']",With Love - EP,0.607,0.737,-5.714,0.0309,0.0348,0.0,0.119,0.702,113.96,207123,4,58
Kids Again,Artist Vs Poet,44,"['alternative pop rock', 'neon pop punk', 'pop emo', 'pop punk', 'texas pop punk']",Medicine,0.737,0.535,-7.587,0.0277,0.199,0.0,0.117,0.556,113.029,216637,4,54
Scarecrow,Alex & Sierra,60,"['neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",It's About Us,0.656,0.8,-5.144,0.0569,0.0215,1.96e-06,0.0801,0.515,119.966,206467,4,47
Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,Anna Kendrick,62,['hollywood'],Cups (Pitch Perfect’s “When I’m Gone”),0.887,0.441,-8.98,0.114,0.0514,0.00667,0.0338,0.715,129.908,126880,4,67
Will You Grow Old With Me,Built By Titan,41,['cedm'],Will You Grow Old With Me,0.449,0.621,-4.795,0.031,0.315,0.0,0.169,0.326,105.974,258538,4,44
"Sugar, You",Oh Honey,46,"['brooklyn indie', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop rock', 'stomp and holler']",Wish You Were Here - EP,0.523,0.785,-6.847,0.0422,0.0286,1.85e-06,0.174,0.249,132.967,212062,4,54
You're Not Your Mistakes,Kainoa Sorensen,24,['lds youth'],If We Love Him,0.759,0.793,-4.558,0.0309,0.17,0.0,0.226,0.784,121.988,237558,4,39
Wildflowers,Maddie Poppe,39,[],Whirlwind,0.739,0.529,-6.514,0.0375,0.0669,0.0,0.377,0.529,126.027,182813,4,49
I'll Be There,Walk Off the Earth,58,"['canadian rock', 'pop rock']",HERE WE GO!,0.695,0.68,-5.574,0.0475,0.269,0.0,0.326,0.449,95.006,169355,4,54
Journey Song,Anupam Roy,54,"['classic bangla pop', 'desi pop', 'filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'modern bollywood']",Piku,0.657,0.652,-7.247,0.05,0.37,0.0,0.238,0.665,109.885,252565,4,56
Toast,Smith & Thell,59,['swedish pop'],Soulprints,0.548,0.806,-7.249,0.0628,0.0448,0.0,0.126,0.749,189.996,178148,4,60
Firefly,When Chai Met Toast,49,"['folk-pop', 'indian indie']",Joy of Little Things,0.533,0.828,-5.533,0.0353,0.161,0.00242,0.0588,0.391,79.947,218000,4,50
Main Bola Hey!,Karthik Rao,40,['indian singer-songwriter'],Kota Factory: Season 1 (Music from Tvf Original Series),0.646,0.33,-14.582,0.0339,0.75,0.000384,0.123,0.499,84.995,153000,4,52
Aisi Raaton,Anupam Roy,54,"['classic bangla pop', 'desi pop', 'filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'modern bollywood']",Aisi Raaton,0.517,0.443,-8.946,0.0529,0.88,0.000141,0.0989,0.538,176.035,218930,4,60
Aaoge Tum Kabhi,The Local Train,54,"['desi pop', 'filmi', 'hindi indie', 'indian indie', 'indian rock', 'new delhi indie']",Aalas Ka Pedh,0.534,0.863,-4.616,0.0357,0.0152,0.0167,0.144,0.374,98.006,313163,4,56
Baarish Ka Asar,Twin Strings,44,['indian indie'],Baarish Ka Asar,0.59,0.63,-6.735,0.0279,0.469,1.02e-05,0.15,0.227,119.962,245500,4,58
Nit Nit,Jasleen Royal,65,"['desi pop', 'filmi', 'indian singer-songwriter', 'modern bollywood']",Nit Nit,0.442,0.412,-10.675,0.0377,0.781,0.0237,0.15,0.235,176.019,246136,4,65
