track_name,artist_name,artist_pop,artist_genres,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_pop
Ford Baapu Da,Jordan Sandhu,59,"['desi pop', 'punjabi pop']",Ford Baapu Da,0.668,0.774,-4.403,0.116,0.271,0.0,0.13,0.647,81.808,181098,4,56
Chak Chak Chak,Khan Bhaini,55,"['desi pop', 'punjabi pop']",Chak Chak Chak,0.62,0.833,-1.957,0.347,0.212,0.0,0.119,0.341,137.772,149832,3,59
Fuck Em All,Sidhu Moose Wala,79,"['desi hip hop', 'desi pop', 'pakistani hip hop', 'punjabi hip hop']",Fuck Em All,0.818,0.726,-6.694,0.216,0.0916,1.01e-06,0.106,0.345,92.013,234130,4,64
Alone Jatt,Jassa Dhillon,58,"['desi pop', 'punjabi pop']",Love War,0.565,0.846,-3.386,0.081,0.121,1.46e-06,0.132,0.752,89.629,191254,4,60
VIP,Raj Ranjodh,44,"['desi hip hop', 'desi pop', 'punjabi pop']",VIP,0.674,0.739,-5.838,0.0985,0.0427,0.0,0.143,0.844,170.061,167294,4,59
Wait & Watch,Prem Dhillon,61,"['desi hip hop', 'desi pop', 'punjabi pop']",Babbar (Original Motion Picture Soundtrack),0.696,0.669,-5.669,0.352,0.0893,0.0,0.333,0.738,183.927,152609,4,52
Bas,Jaz Dhami,50,"['bhangra', 'desi pop', 'punjabi hip hop', 'punjabi pop']",Bas,0.87,0.477,-9.222,0.0722,0.0134,0.0,0.281,0.729,100.034,150141,4,60
COLT,Pavitar Lassoi,46,['punjabi pop'],COLT,0.628,0.693,-6.476,0.197,0.0406,0.0,0.111,0.857,172.147,206214,4,59
Underdog,Simar Dorraha,50,['punjabi pop'],Underdog,0.685,0.721,-8.037,0.0915,0.0946,0.0,0.203,0.525,92.999,180645,4,55
"Trouble Maker (From ""Babbar"")",Amrit Maan,58,"['desi hip hop', 'desi pop', 'punjabi pop']","Trouble Maker (From ""Babbar"")",0.709,0.742,-3.266,0.061,0.0647,0.0,0.225,0.56,92.247,152935,4,53
"Galwakdi - From ""Galwakdi""",Nimrat Khaira,57,"['desi pop', 'punjabi pop']","Galwakdi (From ""Galwakdi"")",0.657,0.522,-6.181,0.035,0.877,0.0,0.458,0.408,80.026,247151,4,55
Mehnge Mamle,The Landers,56,"['desi hip hop', 'desi pop', 'punjabi pop']",Mehnge Mamle,0.819,0.627,-6.655,0.166,0.0258,0.0,0.076,0.631,91.989,127826,4,52
Shehar Vichon Geda,Jordan Sandhu,59,"['desi pop', 'punjabi pop']",Shehar Vichon Geda,0.599,0.704,-4.869,0.175,0.254,0.000217,0.135,0.457,115.169,170581,5,57
Vail,Sippy Gill,47,"['desi pop', 'punjabi pop']",Vail,0.781,0.785,-3.55,0.255,0.202,0.0,0.266,0.89,87.128,193120,4,52
Zindagi,Parmish Verma,54,"['desi pop', 'punjabi pop']",Zindagi,0.652,0.667,-5.068,0.199,0.0292,0.0,0.138,0.605,89.133,155333,4,60
Fakkar Bande,Sartaj Virk,37,['punjabi pop'],Fakkar Bande,0.488,0.872,-3.087,0.334,0.584,0.0,0.298,0.944,76.793,168571,4,50
Judge,Mankirt Aulakh,59,"['desi pop', 'punjabi pop']",Judge,0.66,0.721,-5.907,0.505,0.221,0.0,0.173,0.61,181.842,181395,4,67
Shakti Water,Sharry Mann,54,"['desi pop', 'punjabi pop']",Shakti Water,0.83,0.763,-5.38,0.205,0.0525,0.0,0.185,0.609,95.037,198158,4,54
"Udd Gaya - From ""Lekh""",B Praak,69,"['desi pop', 'punjabi pop']","Udd Gaya (From ""Lekh"")",0.65,0.721,-2.89,0.0311,0.258,0.0,0.327,0.266,100.201,243947,4,59
Gal Ni Bani,Jordan Sandhu,59,"['desi pop', 'punjabi pop']",Gal Ni Bani,0.784,0.608,-4.691,0.128,0.34,0.0,0.107,0.464,141.862,187606,4,52
Vekhi Chal,Roop Bhullar,39,['punjabi pop'],Vekhi Chal,0.747,0.65,-7.487,0.268,0.257,3.37e-06,0.0772,0.824,91.783,210000,4,47
Love War,Jassa Dhillon,58,"['desi pop', 'punjabi pop']",Love War,0.76,0.762,-6.269,0.0692,0.0397,0.0,0.377,0.292,97.087,174000,4,54
No Love,Shubh,67,['punjabi hip hop'],No Love,0.768,0.487,-8.936,0.0431,0.24,0.0,0.175,0.722,137.034,170388,4,22
Jatt Flex,Amrit Maan,58,"['desi hip hop', 'desi pop', 'punjabi pop']",Jatt Flex,0.677,0.758,-4.013,0.196,0.218,1.75e-05,0.339,0.629,167.858,195714,4,62
Careless,Korala Maan,50,['punjabi pop'],Careless,0.771,0.904,-4.3,0.141,0.237,0.0,0.0622,0.912,82.014,248049,4,52
Gall Khaas,Zehr Vibe,53,['punjabi pop'],Gall Khaas,0.866,0.707,-7.34,0.132,0.0742,0.0,0.0852,0.294,99.997,160200,4,62
Dil Mangeya,Sajjan Adeeb,47,"['desi pop', 'punjabi pop']",Dil Mangeya,0.648,0.706,-5.404,0.216,0.232,0.0,0.17,0.869,82.99,159049,4,54
Ladaaka,R Nait,54,"['desi pop', 'haryanvi pop', 'punjabi pop']",Ladaaka,0.907,0.618,-4.684,0.0752,0.481,2.76e-05,0.0634,0.736,100.019,252097,4,50
Dreams Unfold,Prem Dhillon,61,"['desi hip hop', 'desi pop', 'punjabi pop']",Dreams Unfold,0.601,0.408,-9.184,0.0303,0.412,0.0,0.109,0.453,149.884,193375,4,59
Adore,Amrinder Gill,57,"['bhangra', 'desi pop', 'punjabi pop']",Adore,0.746,0.513,-10.313,0.21,0.104,0.0,0.109,0.787,147.984,130000,4,60
Gustakhiyan,The Landers,56,"['desi hip hop', 'desi pop', 'punjabi pop']",Gustakhiyan,0.824,0.589,-4.961,0.39,0.257,0.0,0.254,0.565,88.027,152727,4,65
Black Effect,Jordan Sandhu,59,"['desi pop', 'punjabi pop']",Black Effect,0.679,0.739,-5.319,0.161,0.14,0.0,0.231,0.755,146.046,175890,4,52
Nasheyan Ch Patteya Peya,Nav Sandhu,35,['punjabi pop'],Nasheyan Ch Patteya Peya,0.68,0.804,-3.992,0.245,0.287,0.0,0.437,0.766,90.275,212000,4,46
Jatt Breed,Navaan Sandhu,57,"['desi pop', 'punjabi pop']",Way Maker,0.696,0.645,-7.475,0.208,0.00518,0.0,0.181,0.397,95.047,197742,4,52
Shoulder,Gurnam Bhullar,60,"['desi pop', 'punjabi pop']",Majestic Lane,0.758,0.635,-4.358,0.283,0.0513,0.0,0.12,0.551,157.938,213884,4,58
5 Jatt,JERRY,53,"['desi pop', 'punjabi pop']",5 Jatt,0.69,0.664,-6.601,0.358,0.0158,0.0,0.0898,0.639,168.107,168571,4,49
Untouchable,Tegi Pannu,60,"['desi pop', 'punjabi pop']",Untouchable,0.658,0.603,-6.552,0.0676,0.472,0.0,0.124,0.519,146.864,153211,4,69
Vair Challe,The Landers,56,"['desi hip hop', 'desi pop', 'punjabi pop']",Vair Challe,0.86,0.768,-4.608,0.2,0.0368,0.0,0.0927,0.676,93.034,137903,4,46
Lethal Disease,Navaan Sandhu,57,"['desi pop', 'punjabi pop']",Way Maker,0.533,0.676,-4.972,0.2,0.000485,0.0,0.323,0.52,89.612,180060,4,52
Ykwim,Karan Aujla,69,"['desi hip hop', 'desi pop', 'punjabi pop']",Ykwim,0.837,0.575,-7.971,0.127,0.0361,7.23e-06,0.457,0.655,105.015,194857,4,67
Jatta,Harnoor,61,"['desi pop', 'punjabi pop']",8 Chances,0.643,0.449,-9.593,0.211,0.183,0.0,0.141,0.463,77.254,189430,4,64
Jealousy (feat. Gurlez Akhtar),Navaan Sandhu,57,"['desi pop', 'punjabi pop']",Way Maker,0.784,0.778,-3.4,0.121,0.0609,0.0,0.224,0.892,95.004,194019,4,64
Ki Karde Je,Nimrat Khaira,57,"['desi pop', 'punjabi pop']",Nimmo,0.81,0.664,-4.831,0.135,0.12,0.0,0.0867,0.655,89.978,215333,4,58
Glimpse of Us,Joji,82,"['alternative r&b', 'viral pop']",Glimpse of Us,0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456,3,91
As It Was,Harry Styles,94,['pop'],Harry's House,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4,93
Running Up That Hill (A Deal With God),Kate Bush,80,"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",Hounds Of Love,0.629,0.547,-13.123,0.055,0.72,0.00314,0.0604,0.197,108.375,298933,4,94
Me Porto Bonito,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,0.911,0.712,-5.105,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567,4,98
Ojitos Lindos,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,0.647,0.686,-5.745,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299,4,98
Tití Me Preguntó,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,0.65,0.715,-5.198,0.253,0.0993,0.000291,0.126,0.187,106.672,243717,4,97
Efecto,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,0.801,0.475,-8.797,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061,4,95
Moscow Mule,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,0.804,0.674,-5.453,0.0333,0.294,1.18e-06,0.115,0.292,99.968,245940,4,97
PROVENZA,KAROL G,87,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",PROVENZA,0.87,0.516,-8.006,0.0541,0.656,0.00823,0.11,0.53,111.005,210200,4,95
Yet To Come,BTS,92,"['k-pop', 'k-pop boy group']",Proof,0.559,0.885,-4.515,0.189,0.0432,0.0,0.333,0.683,172.029,193594,4,91
Heat Waves,Glass Animals,80,"['gauze pop', 'indietronica', 'shiver pop']",Dreamland (+ Bonus Levels),0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4,90
Te Felicito,Shakira,83,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",Te Felicito,0.695,0.636,-4.654,0.317,0.234,0.0,0.081,0.575,174.14,172235,4,92
About Damn Time,Lizzo,80,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",About Damn Time,0.836,0.743,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4,95
Late Night Talking,Harry Styles,94,['pop'],Harry's House,0.714,0.728,-4.595,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4,95
Party,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,0.829,0.799,-5.389,0.0897,0.0151,0.000543,0.242,0.471,97.013,227629,4,95
First Class,Jack Harlow,86,"['deep underground hip hop', 'kentucky hip hop', 'rap']",Come Home The Kids Miss You,0.902,0.582,-5.902,0.109,0.111,3.18e-06,0.111,0.332,107.005,173948,4,85
STAY (with Justin Bieber),The Kid LAROI,83,['australian hip hop'],F*CK LOVE 3: OVER YOU,0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4,88
Tarot,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,0.795,0.684,-3.971,0.0419,0.0225,0.0,0.658,0.419,114.011,237895,4,93
Bam Bam (feat. Ed Sheeran),Camila Cabello,83,"['dance pop', 'pop', 'post-teen pop']",Familia,0.756,0.697,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4,84
I Like You (A Happier Song) (with Doja Cat),Post Malone,90,"['dfw rap', 'melodic rap', 'rap']",Twelve Carat Toothache,0.733,0.67,-6.009,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4,89
Run BTS,BTS,92,"['k-pop', 'k-pop boy group']",Proof,0.724,0.818,-3.747,0.168,0.0201,0.0,0.0358,0.696,77.004,204940,4,87
Cold Heart - PNAU Remix,Elton John,82,"['glam rock', 'mellow gold', 'piano rock']",The Lockdown Sessions,0.795,0.8,-6.32,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735,4,85
Después de la Playa,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,0.564,0.903,-3.221,0.307,0.356,0.0,0.175,0.607,78.293,230400,4,93
MIDDLE OF THE NIGHT,Elley Duhé,75,"['alt z', 'pop']",MIDDLE OF THE NIGHT,0.41,0.611,-8.271,0.0467,0.0228,0.0,0.116,0.0899,185.727,184448,3,93
MAMIII,Becky G,81,"['dance pop', 'latin', 'latin viral pop', 'rap latina', 'reggaeton']",ESQUEMAS,0.836,0.703,-3.554,0.0657,0.0845,0.0,0.138,0.902,94.048,226093,4,80
Ghost,Justin Bieber,90,"['canadian pop', 'pop']",Justice,0.601,0.741,-5.569,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190,4,89
Una Noche en Medellín,Cris Mj,78,"['mambo chileno', 'urbano chileno']",Una Noche en Medellín,0.87,0.548,-5.253,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,153750,4,92
Until I Found You,Stephen Sanchez,73,['gen z singer-songwriter'],Until I Found You,0.539,0.508,-6.05,0.0288,0.727,0.0,0.174,0.227,101.358,177720,3,90
One Kiss (with Dua Lipa),Calvin Harris,84,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop rap', 'progressive house', 'uk dance']",One Kiss (with Dua Lipa),0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,4,88
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,86,"['modern rock', 'rock']",Mercury - Act 1,0.728,0.783,-4.424,0.266,0.237,0.0,0.434,0.555,77.011,173381,4,84
Un Ratito,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,0.787,0.546,-7.094,0.0532,0.305,4.55e-05,0.122,0.222,93.05,176936,4,92
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,82,"['lgbtq+ hip hop', 'pop']",MONTERO,0.741,0.691,-7.395,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353,4,85
Woman,Doja Cat,88,"['dance pop', 'pop']",Planet Her,0.824,0.764,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627,4,92
Shivers,Ed Sheeran,90,"['pop', 'uk pop']",=,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4,90
Where Are You Now,Lost Frequencies,77,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",Where Are You Now,0.671,0.636,-8.117,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4,91
La Corriente,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,0.663,0.786,-3.51,0.195,0.229,0.0,0.219,0.579,196.12,198367,4,91
WAIT FOR U (feat. Drake & Tems),Future,88,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",I NEVER LIKED YOU,0.463,0.642,-4.474,0.34,0.314,0.0,0.0686,0.339,83.389,189893,4,90
Desesperados,Rauw Alejandro,89,"['puerto rican pop', 'trap latino']",VICE VERSA,0.869,0.694,-3.35,0.0783,0.356,0.00125,0.0878,0.511,90.02,224997,4,86
Cooped Up (with Roddy Ricch),Post Malone,90,"['dfw rap', 'melodic rap', 'rap']",Twelve Carat Toothache,0.669,0.773,-5.619,0.153,0.038,0.0,0.113,0.377,93.923,185857,4,82
Music For a Sushi Restaurant,Harry Styles,94,['pop'],Harry's House,0.72,0.715,-4.652,0.04,0.258,0.0568,0.107,0.357,107.041,193813,4,92
ULTRA SOLO,Polimá Westcoast,74,"['trap chileno', 'trap latino', 'trap triste', 'urbano chileno']",ULTRA SOLO,0.802,0.846,-4.495,0.207,0.233,1.92e-05,0.114,0.26,109.982,227221,4,90
I Ain't Worried,OneRepublic,81,"['dance pop', 'piano rock', 'pop', 'pop rock']","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4,85
Matilda,Harry Styles,94,['pop'],Harry's House,0.507,0.294,-10.0,0.04,0.896,1.97e-05,0.0966,0.386,114.199,245964,4,92
Sweater Weather,The Neighbourhood,82,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",I Love You.,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,90
Neverita,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,0.876,0.498,-7.511,0.0478,0.0706,0.0,0.143,0.428,122.016,173119,4,91
Blinding Lights,The Weeknd,91,"['canadian contemporary r&b', 'canadian pop', 'pop']",After Hours,0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4,90
Yo No Soy Celoso,Bad Bunny,100,"['latin', 'reggaeton', 'trap latino']",Un Verano Sin Ti,0.872,0.588,-6.276,0.0492,0.275,0.0,0.17,0.93,142.004,230704,4,91
Envolver,Anitta,80,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",Versions of Me,0.812,0.736,-5.421,0.0833,0.152,0.00254,0.0914,0.396,91.993,193806,4,79
Watermelon Sugar,Harry Styles,94,['pop'],Fine Line,0.548,0.816,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4,90
Another Love,Tom Odell,73,"['chill pop', 'pop']",Long Way Down,0.442,0.538,-8.55,0.0451,0.717,2.95e-05,0.09,0.139,122.758,244360,4,55
Surface Pressure,Jessica Darrow,61,[],Encanto (Original Motion Picture Soundtrack),0.65,0.584,-8.286,0.307,0.0174,1.54e-06,0.042,0.37,180.088,202227,4,80
How Far I'll Go,Auli'i Cravalho,62,"['disney', 'hollywood', 'movie tunes', 'show tunes']",Moana (Original Motion Picture Soundtrack/Deluxe Edition),0.571,0.307,-10.958,0.0499,0.649,0.0,0.178,0.108,83.72,163387,4,73
We Don't Talk About Bruno,Carolina Gaitán - La Gaita,66,[],Encanto (Original Motion Picture Soundtrack),0.577,0.45,-8.516,0.0834,0.357,0.0,0.111,0.83,205.863,216120,4,84
Nobody Like U,4*TOWN (From Disney and Pixar’s Turning Red),64,['disney'],Turning Red (Original Motion Picture Soundtrack),0.905,0.631,-10.06,0.177,0.129,0.0,0.101,0.751,105.026,160947,4,79
The Family Madrigal,Stephanie Beatriz,71,[],Encanto (Original Motion Picture Soundtrack),0.594,0.628,-6.345,0.359,0.12,0.0,0.0582,0.556,141.391,257213,4,79
You're Welcome,Dwayne Johnson,62,[],Moana (Original Motion Picture Soundtrack/Deluxe Edition),0.788,0.745,-7.072,0.258,0.29,0.0,0.0373,0.672,135.278,163893,4,73
Show Yourself,Idina Menzel,67,"['hollywood', 'show tunes']",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),0.321,0.429,-7.073,0.0302,0.724,9.1e-05,0.0606,0.174,123.419,260907,4,72
Un Poco Loco,Anthony Gonzalez,55,['movie tunes'],Coco (Original Motion Picture Soundtrack),0.62,0.496,-7.509,0.133,0.597,1.36e-05,0.322,0.636,126.032,112205,4,70
"Hakuna Matata - From ""The Lion King""/Soundtrack",Nathan Lane,55,"['broadway', 'disney', 'hollywood', 'movie tunes', 'show tunes']",The Lion King,0.408,0.313,-18.09,0.137,0.617,1.18e-05,0.115,0.725,170.013,213600,4,71
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,67,"['hollywood', 'show tunes']",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0.543,0.485,-6.85,0.0305,0.558,0.0,0.12,0.371,136.961,223840,4,74
"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",Mandy Moore,62,"['dance pop', 'hollywood', 'post-teen pop']",Tangled,0.673,0.42,-7.581,0.0317,0.112,0.0,0.0897,0.385,108.066,152333,4,69
I'll Make a Man Out of You,Donny Osmond,54,"['adult standards', 'bubblegum pop', 'classic uk pop', 'soft rock']",Mulan (Original Soundtrack),0.672,0.322,-17.669,0.0339,0.144,2.96e-05,0.074,0.496,113.852,201680,4,71
"Love Is an Open Door - From ""Frozen""/Soundtrack Version",Kristen Bell,62,"['disney', 'hollywood']",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0.737,0.637,-6.308,0.0735,0.262,0.0,0.319,0.537,100.033,124733,4,70
"I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version",Jason Weaver,58,['movie tunes'],The Lion King,0.689,0.533,-14.205,0.0544,0.321,7.37e-05,0.0958,0.898,98.801,170880,4,71
A Whole New World,Lea Salonga,58,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",Aladdin Special Edition,0.283,0.227,-15.793,0.0366,0.846,2.08e-06,0.1,0.128,121.419,160800,4,68
Into the Unknown,Idina Menzel,67,"['hollywood', 'show tunes']",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),0.323,0.405,-8.533,0.0413,0.849,0.000544,0.138,0.274,145.104,194848,5,73
Part of Your World,Jodi Benson,52,"['disney', 'hollywood', 'movie tunes', 'show tunes']",The Little Mermaid Special Edition,0.274,0.144,-14.516,0.0482,0.92,0.000388,0.29,0.302,61.551,195493,5,67
You'll Be In My Heart,Phil Collins,74,"['mellow gold', 'rock drums', 'soft rock']",Tarzan Original Soundtrack,0.568,0.746,-6.582,0.0293,0.0549,3.66e-06,0.0966,0.626,96.626,258147,4,0
He Mele No Lilo,Mark Keali'i Ho'omalu,53,['movie tunes'],Lilo & Stitch,0.73,0.331,-12.427,0.0429,0.46,0.000286,0.104,0.394,126.592,148133,4,65
Waiting On A Miracle,Stephanie Beatriz,71,[],Encanto (Original Motion Picture Soundtrack),0.48,0.554,-8.145,0.069,0.171,0.0,0.131,0.267,190.066,161840,3,75
"For the First Time in Forever - From ""Frozen""/Soundtrack Version",Kristen Bell,62,"['disney', 'hollywood']",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0.354,0.411,-6.018,0.0344,0.815,1e-06,0.106,0.43,90.831,225080,4,68
Friend Like Me,Will Smith,65,"['hip hop', 'pop rap']",Aladdin (Original Motion Picture Soundtrack),0.688,0.732,-6.162,0.0618,0.0536,0.0,0.145,0.665,97.703,155532,4,69
Zero To Hero,Chorus - Hercules,47,"['disney', 'movie tunes']",Hercules (Original Motion Picture Soundtrack),0.471,0.832,-7.717,0.274,0.46,0.0,0.0821,0.665,164.863,140573,4,0
"When We're Human - From ""The Princess and the Frog""/Soundtrack Version",Michael-Leon Wooley,45,[],The Princess and the Frog,0.689,0.779,-4.387,0.131,0.321,1.04e-05,0.384,0.498,107.226,142093,4,0
"Circle of Life - From ""The Lion King""/ Soundtrack",Carmen Twillie,49,"['disney', 'movie tunes']",The Lion King,0.402,0.391,-16.112,0.0406,0.0634,0.0,0.296,0.568,83.789,239147,4,67
Where You Are,Christopher Jackson,62,"['hollywood', 'show tunes']",Moana (Original Motion Picture Soundtrack/Deluxe Edition),0.707,0.656,-9.279,0.173,0.743,0.0,0.172,0.748,118.037,210320,4,68
Loyal Brave True,Christina Aguilera,76,"['dance pop', 'pop', 'post-teen pop']",Mulan (Original Motion Picture Soundtrack),0.592,0.39,-9.286,0.0346,0.601,0.0,0.106,0.477,142.983,166200,3,62
"In Summer - From ""Frozen""/Soundtrack Version",Josh Gad,59,"['hollywood', 'movie tunes', 'show tunes']",Frozen (Original Motion Picture Soundtrack),0.5,0.342,-9.536,0.175,0.536,0.0,0.59,0.684,77.124,110987,1,62
Remember Me (Dúo),Miguel,76,"['dance pop', 'pop', 'r&b', 'urban contemporary']",Coco (Original Motion Picture Soundtrack),0.611,0.553,-6.681,0.0328,0.415,0.0,0.497,0.573,84.996,164453,4,63
Dos Oruguitas,Sebastian Yatra,80,"['colombian pop', 'latin', 'reggaeton colombiano']",Encanto (Banda Sonora Original en Español),0.423,0.355,-10.565,0.0454,0.761,0.0,0.0915,0.465,93.788,214613,4,69
When I Am Older,Josh Gad,59,"['hollywood', 'movie tunes', 'show tunes']",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),0.73,0.326,-7.001,0.26,0.705,0.0,0.103,0.434,116.893,111452,4,66
A Whole New World (End Title),ZAYN,75,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",Aladdin (Original Motion Picture Soundtrack),0.302,0.414,-8.16,0.0319,0.0575,0.0,0.0861,0.105,110.508,242956,4,62
What Else Can I Do?,Diane Guerrero,67,[],Encanto (Original Motion Picture Soundtrack),0.718,0.709,-5.568,0.039,0.258,0.0,0.101,0.54,119.974,179427,4,77
What's This?,Danny Elfman,60,"['orchestral soundtrack', 'soundtrack']",The Nightmare Before Christmas,0.542,0.411,-13.547,0.0612,0.804,9.53e-06,0.308,0.489,81.04,185440,3,49
Down in New Orleans (Finale),Anika Noni Rose,55,"['hollywood', 'movie tunes']",The Princess and the Frog (Original Motion Picture Soundtrack),0.582,0.831,-3.644,0.0494,0.457,0.000339,0.17,0.722,147.981,95493,4,61
"Colombia, Mi Encanto",Carlos Vives,74,"['champeta', 'colombian pop', 'latin', 'latin pop', 'tropical', 'vallenato']",Encanto (Original Motion Picture Soundtrack),0.718,0.88,-7.567,0.11,0.0223,0.0,0.908,0.814,124.007,175280,4,73
Hawaiian Roller Coaster Ride,Mark Keali'i Ho'omalu,53,['movie tunes'],Lilo & Stitch,0.702,0.624,-9.927,0.0285,0.314,0.0152,0.0669,0.947,114.542,208227,4,66
Speechless (Full),Naomi Scott,60,"['hollywood', 'vapor pop']",Aladdin (Original Motion Picture Soundtrack),0.474,0.489,-7.625,0.0342,0.467,0.0,0.119,0.23,124.844,208801,4,70
"Dig a Little Deeper - From ""The Princess and the Frog""/Soundtrack Version",Jenifer Lewis,45,"['disney', 'movie tunes']",The Princess and the Frog,0.719,0.825,-4.26,0.0521,0.39,3.75e-06,0.103,0.798,98.023,167933,4,0
U Know What's Up,4*TOWN (From Disney and Pixar’s Turning Red),64,['disney'],Turning Red (Original Motion Picture Soundtrack),0.812,0.52,-9.796,0.0541,0.0361,1.22e-06,0.0926,0.488,110.046,188893,4,71
A Dream Is a Wish Your Heart Makes,Lily James,61,['hollywood'],Cinderella (Original Motion Picture Soundtrack),0.274,0.0724,-18.279,0.0395,0.948,1.45e-06,0.0801,0.195,139.381,120547,5,62
